gender,occupation_type,avg_work_hours_per_day,avg_rest_hours_per_day,avg_sleep_hours_per_day,avg_exercise_hours_per_day,age_at_death
Female,Healthcare Worker,0.7043338649364878,-0.21594354761768106,-0.08771244810096984,-0.6934557387535226,89
Female,Healthcare Worker,1.2047483411126372,-1.591796357047301,1.5777565230635424,-0.5967345657171601,73
Female,Engineer,0.36534341333328924,-0.07513989752985423,-0.07389112883819349,-0.4140390166484751,100
Male,Manager,-0.3233990915113034,-0.3245635062568614,-0.06006980957541775,1.6063588201110985,94
Female,Technician,0.2953930026850108,-0.2360583547730848,0.9212438580816813,-1.3919975440161412,90
Male,Teacher,-1.6309336905522103,0.42773028135524077,0.34765910867647576,1.5741184290989778,86
Female,Office Worker,-0.7915287627728628,0.4317532427863215,0.935065177344457,-1.0266064458787714,68
Male,Office Worker,0.03173376254918993,-0.3245635062568614,0.789941325085308,-0.4140390166484751,88
Male,Manual Laborer,1.1025131255497682,-1.978000654431054,1.1078316681291573,1.359182489018172,88
Male,Manual Laborer,0.29001220186591253,0.36336289845794856,-0.21901498109734183,-1.2093019949474564,75
Female,Consultant,0.23082339285582967,-0.5257115778108994,0.4167657049903557,0.2952495856181837,84
Female,Scientist,-0.6354855390190096,1.666802402128115,-1.0068301790755763,-1.6176802811009872,79
Female,Engineer,-1.0067607955367979,-1.1492705996284174,2.261911826570956,1.5741184290989778,74
Male,Engineer,0.23620419367492793,-0.5900789607081917,1.1492956259174858,-0.671962144745442,87
Male,Technician,-0.6785319455717967,0.16221482690391056,0.5618895572495034,0.04807325452525713,86
Male,Engineer,-0.8022903644110593,0.3834777056133523,-0.274300258148446,1.0045381878848425,93
Male,Artist,-0.9959991938986013,1.690940170714599,-1.0275621579697398,-0.9406320698464492,97
Male,Technician,0.4675786288961592,-1.1653624453527405,1.2598661800196942,0.22002200658990162,80
Male,Manager,1.075609121454276,-1.1573165224905788,0.8383159425050244,-0.3495582346242336,79
Female,Freelancer,1.1455595321025553,-0.4935278863622533,-1.3730951395391406,1.1657401429454466,75
Female,Consultant,0.5267674379062411,-1.978000654431054,1.9716641220526596,1.1657401429454466,90
Female,Artist,-1.0605688037277818,2.294384385376713,-2.029607804521002,-0.8546576938141269,66
Female,Manager,2.372382118856986,-0.887778106608168,-0.9653662212872477,-0.8654044908181673,84
Male,Freelancer,-0.8238135676874528,1.2282996061403122,-0.8686169864478157,-0.2850774525999918,85
Female,Entrepreneur,0.5751946452781265,-1.64007189422027,1.1216529873919332,1.4881440530666554,93
Female,Healthcare Worker,0.17163458384574776,1.542090597764611,-2.775959044710908,-0.14536909154746794,82
Male,Freelancer,-1.5017944708938493,1.2926669890376044,-0.5023520259842507,0.32748997663030455,90
Female,Engineer,-0.9260487832503224,1.4214017548321882,-1.2832565643310965,0.037326457521216834,75
Male,Manager,2.4046669237715768,-1.2136379825257095,-1.6218788862691096,0.9722977968727218,65
Male,Scientist,-0.16197506693835154,0.09382448257553767,-0.21210432146595395,0.4027175556585864,89
Male,Retail Worker,0.0371145633682882,-0.10330062754741967,0.789941325085308,-1.0266064458787714,74
Female,Technician,-0.4525383111696647,0.07370967542013358,-0.5783692819295191,1.6063588201110985,87
Female,Driver,1.323125959132802,-0.5458263849663035,-0.9722768809186356,0.31674317962626425,77
Female,Entrepreneur,2.533806143429938,-0.49755084779333436,-1.3661844799077527,-1.606933484096947,49
Male,Manager,1.0325627149014889,-0.8998469909014102,0.20944591604871532,0.015832863513136244,87
Female,Teacher,-1.2112312266625367,1.1840470303984234,0.23017789494287894,-1.0910872279030133,100
Male,Freelancer,-0.5440119250943372,0.10187040543769903,0.5342469187239519,-0.01640752749898464,89
Female,Entrepreneur,1.5329771910776382,-1.6521407785135123,-0.0186058517870893,1.3806760830262526,88
Male,Driver,-0.21578307512933614,0.05359486826472985,0.14724997936622325,0.058820051529297424,86
Female,Office Worker,0.4299130231624704,0.19842147978363736,0.03667942526401489,-1.4457315290363428,90
Male,Driver,1.1509403329216537,-1.2015690982324672,-0.0047845325243135615,0.9185638118525201,76
Male,Technician,-0.6408663398381079,0.49209766425253265,-0.6060119204550711,0.9185638118525201,100
Male,Retail Worker,-1.03366479963229,0.12198521259310276,1.5708458634321545,-0.6934557387535226,76
Female,Entrepreneur,2.738276574555676,-1.978000654431054,-0.8478850075536515,1.133499751933326,76
Female,Manager,0.07478016910197703,-0.1555991261514695,0.43058702425313145,-0.4140390166484751,84
Male,Scientist,-0.4525383111696647,0.5645109700119866,0.6448174728261603,-1.6176802811009872,90
Female,Artist,-1.1251384135569624,0.5242813557011787,0.5549788976181156,-0.01640752749898464,91
Male,Scientist,0.5536714420017333,-0.010772514632562366,0.34765910867647576,-1.6176802811009872,74
Male,Driver,-0.479442315265156,0.19037555692147565,-0.03242717104986566,0.48869193169090874,80
Male,Healthcare Worker,-0.27497188413941803,1.3610573333659772,-0.9446342423930835,-1.6176802811009872,90
Female,Manager,1.8612060410426403,-1.2297298282500326,0.7553880269283687,-1.6176802811009872,74
Female,Manual Laborer,1.425361174695671,-0.7670892636757453,0.47896164167284777,-1.5424527020727052,57
Male,Teacher,-0.5870583316471243,0.5966946614606327,0.3269271297823116,-0.929885272842409,86
Female,Retail Worker,-0.09740545710917137,0.25876590124984855,-0.8340636882908757,0.8110958418121171,71
Male,Healthcare Worker,0.9088042960622258,0.488074702821452,-1.3039885432252607,-1.0910872279030133,83
Female,Freelancer,0.1501113805693547,-0.9119158751946526,1.7090590560599144,-0.5107601896848377,85
Male,Healthcare Worker,1.1509403329216537,0.13003113545526446,-1.2487032661741566,-0.704202535757563,73
Female,Scientist,0.2631081977704202,-0.4653671563446882,1.4948286074868868,-1.6176802811009872,65
Male,Manual Laborer,0.914185096881325,-0.3245635062568614,-0.28121091777983387,-0.5215069866888781,69
Male,Entrepreneur,2.29167010657051,-1.6078882027716241,-0.7925997305025473,0.9508042028646412,75
Male,Healthcare Worker,1.2800795525800148,-1.978000654431054,0.9627078158700085,1.2302209249696885,75
Female,Teacher,-0.6623895431145015,-0.6343315364500801,1.5639352038007666,0.5854131047272711,78
Male,Freelancer,-1.96454334133631,0.7374983115484591,1.8472722486876754,-0.929885272842409,71
Female,Engineer,-0.8022903644110593,0.29899551556065634,-0.16372970404623763,1.0582721729050442,100
Female,Artist,0.1662537830266495,-0.34065535198118446,0.25782053346843103,0.18778161557778072,80
Female,Freelancer,-2.0667785568991794,1.477723214867319,0.5618895572495034,-0.6827089417494824,90
Female,Freelancer,1.2477947476654243,-0.6624922664676456,-0.4608880681959228,-0.005660730494944345,80
Female,Engineer,-0.19964067267204036,0.3512940141647062,0.0021261271070749225,-0.5430005806969587,95
Male,Consultant,-1.2112312266625367,1.1719781461051813,-1.0344728176011277,0.8970702178444395,89
Male,Manager,2.4638557327816586,-1.1935231753703057,-0.6751185167689511,-0.6934557387535226,75
Female,Engineer,-0.24268707922482746,-0.5337575006730612,0.789941325085308,0.6928810747676741,87
Male,Engineer,-0.5493927259134355,-0.5860559992771109,2.137519953205972,-0.6612153477414018,61
Female,Entrepreneur,1.6836396140123935,-1.3182349797338093,0.30619515088814736,-0.3173178436121127,83
Female,Healthcare Worker,0.4460554256197652,0.17428371119715258,0.161071298628999,-1.6176802811009872,84
Male,Teacher,-0.05973985137548254,0.17026074976607192,-0.48162004709008643,0.4134643526626267,76
Female,Manual Laborer,0.5698138444590282,0.10991632829986073,-0.5576373030353549,-0.5644941747050393,83
Male,Healthcare Worker,0.56443304363993,-0.5900789607081917,0.12651800047205905,0.2522623976020225,89
Male,Manual Laborer,0.2846314010468143,0.8783019616362856,-1.449112395484409,-0.6504685507373614,73
Female,Consultant,-0.151213465300155,-1.1211098696108521,1.5777565230635424,0.8433362328242383,87
Male,Technician,-0.7861479619537645,0.8461182701876395,-0.4401560893017586,-0.005660730494944345,89
Male,Technician,0.20391938876033833,-1.8854725415161964,2.1858945706256883,1.2302209249696885,76
Male,Driver,0.9410891009768163,-0.8113418394176336,0.2163565756801032,-0.03790112150706523,79
Female,Engineer,-0.4094919046168776,-1.2940972111473246,1.9440214835271068,1.251714518977769,83
Male,Engineer,-0.9852375922604047,0.05359486826472985,0.4236763646217436,1.1549933459414066,75
Male,Healthcare Worker,1.3338875607709986,-0.4492753106203652,-1.1934179891230523,0.39197075865454634,67
Female,Engineer,-0.6731511447526984,-0.8958240294703295,1.9716641220526596,0.6713874807595935,77
Female,Healthcare Worker,-0.5870583316471243,1.7754223607672954,-1.2556139258055443,-1.6176802811009872,100
Male,Entrepreneur,2.329335712304199,-1.422831976941909,-0.0047845325243135615,-0.8331640998060463,68
Female,Driver,0.37610501497148674,0.6610620443579246,-0.8617063268164272,-1.187808400939376,82
Male,Healthcare Worker,-0.0005510423654006329,0.9627841516889819,-1.2141499680172165,-0.6827089417494824,80
Male,Manual Laborer,0.047876165006484735,0.07370967542013358,-0.9860982001814119,1.251714518977769,90
Male,Technician,-0.9260487832503224,0.6771538900822476,0.5757108765122804,-0.8439108968100867,78
Male,Entrepreneur,2.22710049674133,-1.32225794116489,-0.26047893888567025,-0.5000133926807975,61
Male,Engineer,0.4191514215242738,0.26278886268092955,-0.5852799415609069,-0.6289749567292808,89
Male,Healthcare Worker,0.8011882796802585,-0.07513989752985423,-1.3108992028566486,0.6284002927434323,91
Male,Healthcare Worker,-0.3341606931494999,0.19842147978363736,0.7208347287714282,-0.9836192578626104,84
Female,Teacher,-1.2435160315771268,0.41163843563091773,1.536292565275214,-1.0051128518706909,78
Female,Engineer,0.4406746248006669,-0.9481225280743794,1.0318144121838897,0.058820051529297424,79
Female,Retail Worker,-1.5825064831803248,0.9507152673957392,0.029768765632626402,0.5854131047272711,96
Female,Artist,0.4406746248006669,0.14612298117958752,-0.5714586222981306,-0.3710518286323142,89
Male,Technician,-0.27497188413941803,0.08980152114445664,0.029768765632626402,0.2630091946060628,76
Male,Artist,-0.9260487832503224,2.145534812426725,-1.4560230551157969,-1.6176802811009872,87
Male,Healthcare Worker,0.6397642551073066,-0.6986989193473724,-0.4401560893017586,1.2732081129858497,75
Female,Entrepreneur,1.775113227937066,-1.0285817566959947,0.5273362590925641,-1.6176802811009872,72
Female,Retail Worker,-0.2588294816821232,0.35933993702686756,0.7484773672969808,-1.6176802811009872,93
Female,Retail Worker,0.22006179121763314,-0.0872087818230966,-0.744225113082831,0.9615509998686813,77
Female,Driver,-0.04359744891818773,-0.9239847594878947,1.9923961009468232,-0.5430005806969587,85
Male,Office Worker,-0.4094919046168776,0.1501459426106682,-0.3572281737251023,0.9722977968727218,84
Male,Retail Worker,-1.2811816373108156,2.093236313822675,-0.9100809442361435,-1.6176802811009872,85
Female,Office Worker,-0.12430946120466366,0.15819186547282954,0.9143331984502934,-1.5854398900888664,85
Male,Driver,0.9357083001577181,-0.903869952332491,0.2716418527312074,0.1125540365494989,74
Male,Healthcare Worker,0.892661893604931,-0.7509974179514222,-0.1222657462579098,0.4134643526626267,82
Male,Freelancer,1.3177451583137036,-1.0406506409892369,-0.18446168294040186,0.4349579466707073,64
Male,Consultant,0.8711386903285379,-1.141224676766256,-0.10153376736374559,1.4559036620545345,75
Female,Retail Worker,-1.6094104872758166,0.9225545373781745,0.050500744526790625,0.6713874807595935,98
Female,Entrepreneur,0.6128602510118153,-1.6280030099270277,1.529381905643826,0.7573618567919159,77
Female,Manual Laborer,0.1232073764738624,-0.8837551451770871,1.3082407974394092,0.08031364553737802,73
Female,Manual Laborer,0.1232073764738624,-0.4331834648960421,1.1285636470233211,-0.8439108968100867,90
Female,Freelancer,-0.8991447791548305,1.779445322198376,-2.5479072768751037,1.015284984888883,75
Female,Retail Worker,-1.4533672635219637,1.6627794406970342,-1.0897580946522318,0.15554122456565986,76
Male,Manager,1.0056587108059976,0.5926717000295517,-1.2625245854369322,-1.6176802811009872,64
Male,Manual Laborer,-0.5224887218179431,-0.3205405448257807,0.7070134095086524,0.8003490448080771,84
Female,Manager,-0.4310151078932707,0.7012916586687323,-0.5783692819295191,-0.11312870053534729,87
Male,Manager,0.3115354051423056,0.15819186547282954,-0.0186058517870893,-1.0158596488747311,80
Male,Healthcare Worker,1.263937150122719,-1.1211098696108521,0.35456976830786363,-0.08088830952322641,65
Male,Driver,0.11782657565476413,-0.6504233821744032,0.7553880269283687,0.31674317962626425,69
Male,Freelancer,-1.1843272225670445,2.306453269669956,-1.414559097327469,-1.5961866870929067,92
Male,Engineer,-0.22654467676753268,-1.2578905582675979,1.8610935679504512,0.90781701484848,75
Male,Teacher,-0.50096551854155,-0.06307101323661221,0.06432206378956698,1.0690189699090842,98
Male,Retail Worker,-1.216612027481635,1.465654330574077,-1.4007377780646928,0.6821342777636341,97
Male,Healthcare Worker,0.359962612514191,-0.5659411921217072,-0.274300258148446,1.2194741279656485,92
Male,Freelancer,1.1832251378362442,-1.5475437813054127,0.2716418527312074,1.3484356920141314,73
Male,Teacher,-1.2327544299389304,1.0512893031727581,-0.5576373030353549,0.5209323227030297,89
Female,Healthcare Worker,0.31691620596140385,-0.4935278863622533,-0.24665761962289393,1.0797657669131242,78
Male,Technician,0.25772739695132196,-0.6061708064325146,1.1492956259174858,-0.671962144745442,73
Male,Artist,-1.3349896455017993,0.7294523886862978,0.06432206378956698,0.6284002927434323,100
Male,Artist,-2.6748090494572967,2.567945762690205,-0.8340636882908757,-0.22059667057575003,84
Female,Healthcare Worker,-0.479442315265156,-0.0550250903744505,1.3635260744905136,-1.0158596488747311,79
Male,Manual Laborer,-0.2588294816821232,1.1518633389497772,-1.5942362477435574,-0.08088830952322641,72
Female,Driver,1.0433243165396853,-1.1331787539040943,0.6102641746692198,-0.005660730494944345,68
Male,Freelancer,1.0863707230924724,0.37140882132010994,-1.6702535036888257,-0.5537473777009989,82
Male,Teacher,-1.442605661883767,2.1857644267375327,-0.9930088598127998,-1.4027443410201816,93
Female,Teacher,-1.4479864627028654,0.29094959269849463,0.4720509820414599,1.3806760830262526,100
Female,Entrepreneur,2.7544189770129717,-1.978000654431054,-0.9239022634989199,1.2087273309616078,74
Male,Manager,0.6935722632982912,-0.15157616472038882,-1.082847435020844,0.7036278717717147,73
Female,Freelancer,0.16087298220755122,0.19842147978363736,0.4444083435159072,-1.5424527020727052,79
Female,Manual Laborer,0.7473802714892749,0.673130928651167,-1.2970778835938728,-1.2630359799676576,79
Female,Driver,1.403837971419278,-1.4509927069594744,0.6309961535633846,0.08031364553737802,71
Male,Consultant,-0.683912746390895,0.17428371119715258,-0.39869213151343014,1.5203844440787762,100
Female,Artist,0.026352961730091662,1.9282948951483645,-2.7206737676598043,-0.97287246085857,85
Male,Entrepreneur,1.8289212361280496,-0.26019612335956954,-1.4422017358530212,-0.704202535757563,78
Male,Manual Laborer,0.34382021005689617,-0.7268596493649374,1.0525463910780533,-0.3817986256363544,69
Male,Healthcare Worker,1.140178731283457,-0.3084716605325383,-1.6495215247946615,1.1120061579252454,74
Male,Healthcare Worker,1.118655528007063,-0.1555991261514695,-0.5783692819295191,-0.9191384758383686,78
Male,Entrepreneur,0.4998634338107488,-0.4653671563446882,0.7553880269283687,-0.929885272842409,62
Female,Consultant,0.7958074788611602,-0.6624922664676456,0.37530174720202725,-0.4140390166484751,76
Male,Scientist,-1.0820920070041755,0.4961206256836137,0.727745388402816,-0.2850774525999918,85
Female,Engineer,0.1232073764738624,0.3754317827511906,-0.3572281737251023,-0.6934557387535226,79
Male,Freelancer,-0.04359744891818773,-0.485481963500092,1.3013301378080215,-0.6504685507373614,71
Female,Technician,-0.23192547758663093,-0.5297345392419804,1.3013301378080215,-0.14536909154746794,63
Female,Manager,0.6666682592027989,-1.1774313296459826,0.789941325085308,0.5854131047272711,92
Female,Engineer,-0.6354855390190096,0.8863478844984469,-1.490576353272737,1.2194741279656485,100
Female,Technician,0.0640185674637805,0.16221482690391056,0.3614804279392515,-1.123327618915134,100
Female,Consultant,-1.1735656209288479,2.2823155010834713,-1.6564321844260494,-1.187808400939376,76
Male,Consultant,-0.36106469724499224,0.39152362847551364,-0.1222657462579098,-0.1346222945434279,72
Female,Healthcare Worker,-0.3180182906922051,-0.22801243191092344,0.9557971562386206,-0.2420902645838306,80
Male,Driver,0.9895163083487017,-1.2699594425608403,-0.1222657462579098,1.6063588201110985,67
Male,Healthcare Worker,1.2047483411126372,-0.618239690725757,0.2163565756801032,-1.1018340249070535,78
Female,Artist,-0.08664385547097483,-0.41709161917171905,0.7761200058225323,0.08031364553737802,92
Male,Technician,0.46219782807706095,-0.6624922664676456,1.536292565275214,-1.5424527020727052,82
Female,Office Worker,0.1501113805693547,-0.4935278863622533,0.5826215361436683,0.1125540365494989,78
Female,Engineer,0.08554177074017356,0.7374983115484591,-0.6198332397178469,-1.1770616039353357,80
Male,Driver,0.3330586084186996,-1.3826023626311015,1.6468631193774224,0.45645154067878785,75
Male,Teacher,-0.8238135676874528,0.1501459426106682,0.07123272342095485,1.1227529549292854,87
Male,Retail Worker,0.4406746248006669,-0.03491028321904677,-0.26047893888567025,-0.3817986256363544,96
Female,Freelancer,0.6881914624791929,-0.8153648008487142,0.27855251236259526,0.37047716464646574,80
Male,Entrepreneur,1.7482092238415736,-1.6239800484959472,0.07814338305234272,0.7143746687757547,82
Male,Manual Laborer,0.8765194911476362,0.4196843584930791,-0.9999195194441877,-1.3275167619918995,76
Female,Scientist,-0.7054359496672885,0.8260034630322358,-0.10844442699513346,-0.6397217537333212,84
Female,Office Worker,0.46219782807706095,-0.09525470468525832,-0.39178147188204226,-0.05939471551514582,85
Female,Consultant,0.08554177074017356,0.7254294272552168,-1.7393601000027057,0.5961599017313117,77
Female,Freelancer,-0.909906380793027,0.1823296340593143,0.27855251236259526,0.90781701484848,82
Male,Retail Worker,-0.08126305465187657,-0.07916285896093526,-0.24665761962289393,0.7573618567919159,90
Female,Technician,-0.048978249737286,-0.4653671563446882,0.17489261789177535,1.0797657669131242,87
Female,Consultant,-1.593268084818522,0.9064626916538511,0.9557971562386206,-0.7364429267696838,86
Female,Healthcare Worker,1.2477947476654243,-1.1774313296459826,0.8106733039794729,-0.6074813627212005,71
Male,Teacher,-0.5224887218179431,0.39152362847551364,0.48587230130423564,-0.7686833177818045,73
Female,Consultant,-1.0605688037277818,1.0231285731551936,-1.421469756958857,1.6063588201110985,84
Female,Teacher,-0.12969026202376194,-0.38893088915415364,-0.20519366183456608,1.6063588201110985,87
Male,Freelancer,-0.6785319455717967,0.07773263685121462,-0.15681904441484976,1.402169677034333,93
Male,Manual Laborer,1.3123643574946044,-0.9722602966608639,-0.6060119204550711,0.9185638118525201,75
Male,Office Worker,-0.18887907103384383,0.21049036407687974,-0.7511357727142195,0.9937913908808024,82
Female,Driver,1.1455595321025553,-0.37686200486091126,-0.8064210497653237,-0.027154324503024935,73
Female,Driver,0.5590522428208317,-0.7992729551243912,1.0041717736583369,-0.5537473777009989,62
Male,Healthcare Worker,0.058637766644682225,0.0817555982822953,0.0574114041581785,-0.4247858136525154,95
Male,Healthcare Worker,-0.39873030297868106,1.2122077604159887,-1.1519540313347245,-0.6504685507373614,78
Male,Retail Worker,-1.5986488856376202,2.2662236553591484,-0.7995103901339352,-1.6176802811009872,73
Female,Technician,0.04249536418738647,0.9788759974133047,-1.3039885432252607,-0.671962144745442,92
Male,Engineer,-0.7861479619537645,0.7817508872903477,-0.7234931341886673,0.5961599017313117,79
Male,Manager,-0.0920246562900731,-0.09123174325417728,0.6171748343006076,-0.5215069866888781,90
Male,Artist,0.40300901906697806,1.288644027606523,-2.4442473824042836,-0.446279407660596,85
Female,Entrepreneur,2.5015213385153476,-0.6101937678635954,-2.7275844272911924,0.8755766238363589,71
Male,Engineer,-1.0121415963558966,0.5323272785633405,0.7139240691400403,-0.5107601896848377,71
Male,Engineer,0.4191514215242738,-0.8274336851419566,0.2647311930998195,0.9615509998686813,88
Female,Manager,0.29001220186591253,-0.5619182306906265,0.25090987383704316,0.5316791197070699,85
Female,Driver,-0.24806788004392574,-0.0550250903744505,-0.03933783068125352,0.6928810747676741,88
Female,Technician,0.4191514215242738,-0.300425737670377,0.19562459678593896,-0.328064640616153,81
Male,Scientist,-0.6892935472099933,-1.100995062455448,1.743612354216855,1.6063588201110985,77
Male,Driver,-0.3233990915113034,-0.20789762475551934,0.5273362590925641,0.39197075865454634,82
Female,Manager,1.1993675402935389,-0.7268596493649374,0.3960337260961921,-1.0695936338949326,74
Female,Retail Worker,-0.5278695226370423,-0.37686200486091126,0.4720509820414599,1.3269420980060513,76
Female,Manager,0.5590522428208317,-0.3929538505852343,-1.0759367753894562,1.6063588201110985,84
Female,Consultant,0.8011882796802585,-1.3182349797338093,1.598488501957706,-0.5644941747050393,86
Male,Engineer,-0.16735586775745076,0.5524420857187442,0.12651800047205905,-1.3275167619918995,95
